,Track,Album_Name,Artist,Release_Date,ISRC,All_Time_Rank,Track_Score,Spotify_Streams,Spotify_Playlist_Count,Spotify_Playlist_Reach,Spotify_Popularity,YouTube_Views,YouTube_Likes,TikTok_Posts,TikTok_Likes,TikTok_Views,YouTube_Playlist_Reach,Apple_Music_Playlist_Count,AirPlay_Spins,SiriusXM_Spins,Deezer_Playlist_Count,Deezer_Playlist_Reach,Amazon_Playlist_Count,Pandora_Streams,Pandora_Track_Stations,Soundcloud_Streams,Shazam_Counts,TIDAL_Popularity,Explicit_Track,numero_ligne,Pandora_Track,spotify_artist_id,spotify_followers_feb25,artist_genres
1098,Loco Contigo (feat. J. Balvin & Tyga),"Loco Contigo (with J. Balvin, feat. Tyga)",DJ Snake,2019-06-13,USUG11901580,1144,44.4,822696809,141261,26970098,68.0,0,5432716,806169,35719393,404031807,532691572,184.0,98937,124,117,0,27,131125635,"26,028",10568592,6782620,,0,1149,131125635,540vIaP2JwjQb9dm3aArA4,9041667,Error: 429
979,BOP,KIRK,DaBaby,2019-09-27,USUM71918972,1021,47.5,820923123,158363,34079735,68.0,0,6303898,74988,16461096,129969428,156344017,68.0,140499,401,38,0,7,123274962,"145,513",0,2417871,,1,1027,123274962,4r63FhuTkUYltbVAg5TQnk,12480601,Error: 429
346,Kill This Love,Kill This Love,BLACKPINK,2019-04-04,KRA401900005,361,80.4,820840650,63934,18843601,67.0,0,40314889,1738066,182304244,1616215054,269811977,67.0,9022,24,25,0,24,11369224,"57,874",0,2892074,,0,361,11369224,41MozSoPIsD1dJM0CLPjZF,52994783,Error: 429
2874,Jumpman,What A Time To Be Alive,Drake,2015-09-20,USCM51500300,2994,25.5,820380309,115960,29602345,64.0,0,954330,1239950,5335752,33118908,1390247,187.0,12214,16,34,0,31,610262729,"303,867",0,2988035,,1,2984,610262729,3TVXtAsR1Inumwj472S9r4,96238154,Error: 429
1381,Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber,2020-10-16,USUM72019170,1431,38.9,820172575,119464,35423440,66.0,0,5627099,42444,26272592,261554607,193665492,152.0,189979,246,40,0,38,48337267,"39,809",0,3795632,,1,1437,48337267,1uNFoZAHBGtllmzznpCI3s,80830577,Error: 429
824,WHATS POPPIN,WHATS POPPIN,Jack Harlow,2020-01-21,USAT22000162,854,52.6,819779577,161131,28874159,70.0,0,7190778,748490,210602527,2078817404,52474731,68.0,88990,430,34,0,24,131616894,"84,304",0,3222518,,1,859,131616894,2LIk90788K0zvyj2JJVwkJ,4093720,Error: 429
679,Fair Trade (with Travis Scott),Certified Lover Boy,Drake,2021-09-03,USUG12104402,708,57.6,819136167,220374,42648915,75.0,0,1399290,66599,33795573,327393753,243761287,67.0,60,81,30,0,8,44693468,"12,411",0,1942002,,1,709,44693468,3TVXtAsR1Inumwj472S9r4,96238154,Error: 429
3593,"Sex, Drugs, Etc.",Chit Chat,Beach Weather,2016-11-04,TCACS1642138,3731,22.2,818926915,160628,48988304,77.0,0,1119551,124365,62671433,478999463,145296,37.0,127903,278,36,0,40,4397971,"6,056",9460095,3388780,,0,3723,4397971,7I3bkknknQkIiatWiupQgD,813220,Error: 429
117,First Class,First Class,Jack Harlow,2022-04-08,USAT22203024,123,138.6,818858244,223609,49586777,71.0,0,2756840,1610614,624748318,6890780336,3849170813,148.0,666615,0,37,0,77,117451442,"40,907",24111168,4244972,,1,123,117451442,2LIk90788K0zvyj2JJVwkJ,4093720,Error: 429
1902,Vaina Loca,Vaina Loca,Ozuna,2018-06-28,USXDR1800901,1963,32.5,818413674,68379,22527293,68.0,0,3856569,272598,6087146,66017796,355660176,38.0,14367,204,34,0,35,75922189,"14,002",0,1916459,,0,1970,75922189,1i8SpTcr7yvPOmcqrbnVXY,38133967,Error: 429
749,Pareja Del Aï¿½,Pareja Del Aï¿½,Sebastian Yatra,2021-04-16,USUM72104664,779,54.9,817933263,104636,31495621,70.0,0,4541248,877700,82923244,870762842,136526601,105.0,51363,244,36,0,46,41931285,"7,638",0,2894166,,0,781,41931285,07YUOmWljBTXwIseAUd9TW,23636757,Error: 429
1079,Nonsense,emails i can't send,Sabrina Carpenter,2022-07-15,USUM72210708,1129,44.8,817286460,55620,61610668,83.0,0,1685462,179864,36883907,357890160,201230072,67.0,108203,0,20,0,44,33407481,"8,860",0,1180048,,0,1130,33407481,74KM79TiuVKeVCqs8QtB0B,19371970,Error: 429
1371,Si Veo a Tu Mamï¿,YHLQMDLG,Bad Bunny,2020-02-29,QM4TX2030842,1423,39.1,817199682,92013,18868123,70.0,0,6429361,260300,72202454,555577986,16786223,50.0,13012,34,26,0,24,75776057,"27,755",0,1368659,,0,1427,75776057,4q3ewBCX7sLwd24euuV69X,91075954,Error: 429
4151,Love Galore,Love Galore,SZA,2017-04-27,USRC11700886,4313,20.3,817054014,105515,29991191,71.0,0,1832143,24952,14991486,63600775,20771301,204.0,30527,27,46,0,60,200840895,"102,325",0,3518675,,1,4301,200840895,7tYKF4w9nC0nq9CsPZTHyP,27313586,Error: 429
1468,Worth It,Reflection (Japan Deluxe Edition),Fifth Harmony,2014-01-01,USSM11406644,1517,37.7,815946405,94852,36133465,67.0,0,12459776,494040,92873241,1277991912,1771709356,163.0,38592,223,59,0,9,100051664,"62,064",607315,15861007,,0,1526,100051664,1l8Fu6IkuTP0U5QetQJ5Xt,16260537,Error: 429
551,All About That Bass,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Meghan Trainor,2014-01-01,USSM11401317,573,63.6,815661095,92401,43164406,70.0,0,10672692,423870,58123781,620379145,649286436,130.0,45010,399,93,0,43,514035113,"1,813,173",0,16984011,,1,576,514035113,6JL8zeS1NmiOftqZTRgdTz,15618472,Error: 429
2570,Swervin (feat. 6ix9ine),Hoodie SZN,A Boogie Wit da Hoodie,2018-12-21,USAT21812918,2660,27.3,815243082,140617,18381330,66.0,0,1970363,111271,87072918,649866119,8004499,43.0,3857,47,12,0,12,94670283,"67,712",0,1328950,,1,2675,94670283,31W5EY0aAly4Qieq6OFu6I,8691319,Error: 429
2690,Whistle,Pioneer The Album (Vol.13),Flo Rida,2010-09-27,USAT21201745,2784,26.6,814272136,180832,45770125,72.0,0,4447478,81387,30075991,257784004,145428852,35.0,647,35,31,0,9,504389796,"708,969",0,9104370,,0,2798,504389796,0jnsk9HBra6NMjO2oANoPY,8845550,Error: 429
1472,Sail,Back From Earth,AWOLNATION,2010-01-01,USP6L1000053,1523,37.6,814264073,145349,25209426,68.0,0,6677962,819089,331755802,3643615871,156005123,64.0,82779,145,33,0,27,752849510,"1,939,183",0,12879196,,0,1531,752849510,4njdEjTnLfcGImKZu1iSrz,2078346,Error: 429
1094,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Highlights (Deluxe),The Weeknd,2021-02-05,USUG12303876,1142,44.5,812954133,137681,53947304,81.0,0,851906,564129,71837599,797041217,504465645,147.0,78013,7,43,0,47,2985202,"7,888",8817729,6377668,,1,1145,2985202,1Xyo4u8uXC1ZmMpatF05PJ,100161429,Error: 429
1622,Popular,Popular [From The Idol Vol. 1 (Music from the HBO Original Series)],The Weeknd,2023-06-02,USUG12303890,1682,35.6,812954133,8642,1440402,54.0,0,5152,0,0,0,0,26.0,166522,20,3,0,9,0,,0,0,,0,1684,0,1Xyo4u8uXC1ZmMpatF05PJ,100161429,Error: 429
306,Rich Flex,Her Loss,Drake,2022-11-04,USUG12208598,320,85.5,812274757,185579,57165405,73.0,0,651228,317033,223409952,1834709832,41553113,116.0,644,128,27,0,54,61423121,"33,488",0,2300268,,1,320,61423121,3TVXtAsR1Inumwj472S9r4,96238154,Error: 429
2447,Rich Flex,Her Loss,Drake,2022-11-03,USUG12208614,2520,28.2,811888874,5471,1026240,46.0,0,415396,0,0,0,0,23.0,224115,0,0,0,0,0,,0,0,,0,2541,0,3TVXtAsR1Inumwj472S9r4,96238154,Error: 429
530,Quï¿½ï¿½ Mï¿½ï¿,Quï¿½ï¿½ Mï¿½ï¿,J Balvin,2021-05-28,QZM5U2100064,552,65.3,811810737,117049,31186381,67.0,0,4127669,914703,200383930,1748578220,176466990,108.0,43750,105,34,0,72,23369752,"4,765",0,1744699,,0,553,23369752,1vyhD5VmyZ7KMfW5gqLgo5,37910281,Error: 429
470,2055,2055,Sleepy Hallow,2021-04-14,USRC12100442,488,69.7,811700245,195603,31185690,77.0,0,1450642,321061,90460360,752325431,214637799,39.0,5018,232,18,0,8,7644784,"21,061",66695368,925014,,1,489,7644784,6EPlBSH2RSiettczlz7ihV,2339335,Error: 429
1406,Popular,Popular,The Weeknd,2024-02-22,USUMV2302771,1459,38.4,811545581,1,65,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,1,1463,0,1Xyo4u8uXC1ZmMpatF05PJ,100161429,Error: 429
3629,Malibu,Malibu,Miley Cyrus,2017-05-11,USRC11700814,3763,22.1,810044838,87422,33951824,68.0,0,3988386,258494,158069295,1190522330,78787707,136.0,21318,132,69,0,33,58182683,"91,836",0,3225942,,0,3759,58182683,5YGY8feqx7naU7z4HrwZM6,25570090,Error: 429
2741,This Is Me,This Is Me,Keala Settle,2017-10-27,USAT21704622,2852,26.2,809894358,80591,19776253,66.0,0,4716659,18442,1528788,16464069,41140493,71.0,36683,0,20,0,21,84821836,"183,702",126042,3165985,,0,2850,84821836,7HV2RI2qNug4EcQqLbCAKS,183619,Error: 429
1344,Shower,Crave Vol. 9 (Mixed By DJ Havana Brown),Becky G,2014-01-01,USRC11400866,1390,39.7,809840469,110573,53838139,73.0,0,5249510,11713354,356438722,2999189391,147050306,57.0,3969,18,40,0,14,258494423,"360,627",0,5450599,,0,1399,258494423,4obzFoKoKRHIphyHzJ35G3,15895412,Error: 429
3232,boyfriend (with Social House),boyfriend,Ariana Grande,2019-08-02,USUG11902591,3324,23.8,809537829,72598,26362809,71.0,0,5569680,193998,65714726,449615555,205238924,60.0,4004,0,24,0,15,54140317,"23,831",0,2626276,,1,3351,54140317,66CXWjxzNUsdJxJ2JdwvnR,103752199,Error: 429
1793,679 (feat. Remy Boyz),679 (feat. Remy Boyz),Fetty Wap,2015-06-29,QMCE31500250,1863,33.7,808010338,130977,25603956,71.0,0,4272301,1014761,52308653,243314330,258112509,1.0,44246,375,6,0,0,0,,91184574,4663057,,1,1858,0,6PXS4YHDkKvl1wkIl4V8DL,4905219,Error: 429
2194,When It Rains It Pours,This One's for You,Luke Combs,2017-06-02,QZ4751600015,2258,30.1,807802864,93613,23160480,78.0,0,2093903,29070,5193789,42065642,675794766,55.0,118955,49,11,0,24,327355246,"125,734",1542691,1719362,,0,2271,327355246,718COspgdWOnwOFpJHRZHS,12278794,Error: 429
806,The Color Violet,Alone At Prom,Tory Lanez,2021-12-10,QZTGW2100275,833,53.1,806918358,152298,19863721,79.0,0,1053733,40106,22514603,251896836,3583107,22.0,2409,0,2,0,3,893116,"8,036",16338259,2322363,,0,841,893116,2jku7tDXc6XoB6MO2hFuqg,7437786,Error: 429
2742,QUE PRETENDES,OASIS,J Balvin,2019-06-28,USUM71912318,2849,26.2,806817589,85661,29532086,71.0,0,2894907,31430,21776640,131482347,133515788,116.0,7749,36,42,0,33,0,,4966997,2049245,,0,2851,0,1vyhD5VmyZ7KMfW5gqLgo5,37910281,Error: 429
2611,Whiskey Glasses,The Way I Talk,Morgan Wallen,2016-07-29,QZ22S1500059,2712,27.0,806728296,86002,17665355,75.0,0,1944017,80672,7719684,74890093,561554996,39.0,166568,8,3,0,21,373712957,"230,218",0,2204392,,0,2717,373712957,4oUHIQIBe0LHzYfvXNW4QM,11920260,Error: 429
670,Therefore I Am,Therefore I Am,Billie Eilish,2020-11-12,USUM72021500,695,57.9,805133547,132298,34341587,67.0,0,9930750,1600298,283957601,2252801256,323940858,229.0,346007,0,43,0,64,96649436,"32,412",0,3468671,,0,700,96649436,6qqNVTkY8uBg9cP3Jd7DAH,107556925,Error: 429
309,Do It To It,Do It To It,ACRAZE,2021-08-20,QZFPL2100100,324,85.2,805019111,238887,94531613,73.0,0,1540284,2600179,673283810,10369065597,116322631,192.0,217739,0,105,0,40,51038784,"9,188",0,9653748,,0,323,51038784,4pnp4w9g30yLfVIAFnZMRd,143203,Error: 429
181,Escapism.,Escapism. / The Thrill Is Gone.,RAYE,2022-10-12,QMDA62217995,190,110.1,804925777,128247,62532855,75.0,0,1729347,935169,362063344,3209982240,841611064,138.0,400246,65,65,0,66,21279325,"11,614",9065143,6548714,,1,190,21279325,5KKpBU5eC2tJDzf0wmlRp2,2112093,Error: 429
4314,Train Wreck,Back from the Edge,James Arthur,2016-10-28,DEE861600590,4464,19.7,803983295,106924,55494559,72.0,0,3784864,607082,245258586,1514260404,220590518,85.0,20918,0,50,0,3,33914425,"41,555",588731,3541704,,0,4478,33914425,4IWBUUAFIplrNtaOHcJPRM,19706791,Error: 429
3036,F**kin' Problems,F**kin' Problems,A$AP Rocky,2012-10-24,USRC11201220,3138,24.6,803286487,157238,36820510,70.0,0,2672337,10581,6181144,49465552,147612858,79.0,22371,0,55,0,24,514590007,"672,943",0,0,,1,3151,514590007,13ubrt8QOOCPljQ2FL1Kca,15959564,Error: 429
1948,FAKE LOVE,Love Yourself ï¿½ï¿½ï¿½ 'A,BTS,2018-08-24,QM6MZ1886138,2010,32.1,800203170,9924,2885625,57.0,0,25782597,0,0,0,246145303,12.0,3,0,2,0,6,18035980,"36,158",0,3351704,,0,2017,18035980,3Nrfpe0tUJi4K4DXYWgMUX,77919662,Error: 429
3804,Versace on the Floor,24K Magic,Bruno Mars,2016-11-17,USAT21602949,3949,21.5,797648369,64011,17977153,72.0,0,4991700,200226,11637624,99524212,157272972,73.0,18787,2,32,0,11,93218337,"92,006",0,0,,0,3940,93218337,0du5cEVh5yTK9QJze8zA0C,68025103,Error: 429
2028,Prisoner (feat. Dua Lipa),Prisoner (feat. Dua Lipa),Miley Cyrus,2020-11-20,USRC12003364,2101,31.5,795449825,89489,26707311,67.0,0,2182645,59449,27673273,248223677,18039448,199.0,204128,65,72,0,38,34048116,"9,490",0,2311374,,0,2100,34048116,5YGY8feqx7naU7z4HrwZM6,25570090,Error: 429
2682,Hold Me While You Wait,Hold Me While You Wait,Lewis Capaldi,2019-05-03,DEUM71900680,2790,26.6,793528511,99106,36201454,70.0,0,2522360,191871,22545934,140058016,195,46.0,68500,98,22,0,11,76501913,"40,602",0,3493866,,0,2789,76501913,4GNC7GD6oZMSxPGyXy4MNB,13273454,Error: 429
944,Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,2021-03-05,USUG12101042,985,48.6,793287638,225513,37094631,71.0,0,872923,36542,45722496,319496635,783169,130.0,18714,82,21,0,18,57284328,"23,173",0,2221501,,1,989,57284328,3TVXtAsR1Inumwj472S9r4,96238154,Error: 429
558,Yummy,Yummy,Justin Bieber,2020-01-03,USUM71923046,579,63.2,792379282,96177,23338709,62.0,0,13188871,4410189,173359563,2580705782,603698593,171.0,157316,169,381,0,30,45686998,"177,469",0,3298698,,0,583,45686998,1uNFoZAHBGtllmzznpCI3s,80830577,Error: 429
1558,THE SCOTTS,THE SCOTTS,THE SCOTTS,2020-04-24,USSM12002217,1614,36.5,789962731,176635,30767602,68.0,0,0,254819,154463305,1077919359,0,92.0,214,0,32,0,24,32821566,"28,427",25988531,2110028,,1,1619,32821566,2PaZWGu5T5nHjY2xxAkFsT,274172,Error: 429
1553,Jealous,Jealous,Eyedress,2019-12-06,GBMYF1900115,1615,36.5,789418331,170553,31361482,78.0,0,2069625,631299,191909759,1315165820,7582380,9.0,113,54,6,0,3,5315308,"11,439",23644359,2230596,,0,1614,5315308,3XxNRirzbjfLdDli06zMaB,2448323,Error: 429
4202,Pursuit Of Happiness (nightmare),Man On the Moon: The End of Day,Kid Cudi,2009-01-01,USUM70981907,4330,20.2,789300127,189360,25658184,64.0,0,2632037,113602,39816397,378996312,35699431,58.0,2260,43,19,0,16,441333494,"633,926",0,2754603,,1,4358,441333494,0fA0VVWsXO9YnASrzqfmYu,7422091,Error: 429
2673,What About Us,What About Us,P!nk,2017-08-10,USRC11701586,2765,26.7,788403596,79260,39889584,70.0,0,3107893,38617,22964606,215488504,97454332,117.0,127448,51,68,0,34,240715082,"66,928",0,8147466,,0,2780,240715082,1KCSPY1glIKqW2TotWuXOR,17629079,Error: 429
1246,Venom - Music From The Motion Picture,Kamikaze,Eminem,2018-08-31,USUM71813345,1290,41.4,788282679,139716,24601490,68.0,0,11385109,979801,566011362,5580305533,54163882,17.0,486,0,8,0,7,81227283,"135,394",2158019,4124065,,1,1300,81227283,7dGJo4pcD2V6oG8kP0tJRR,97568991,Error: 429
911,Holy (feat. Chance The Rapper),Holy,Justin Bieber,2020-09-18,USUM72017013,950,49.3,787546548,110389,44478175,63.0,0,6241346,193594,69149295,561056269,1394478465,178.0,399515,339,51,0,54,85450020,"45,037",0,3589419,,0,954,85450020,1uNFoZAHBGtllmzznpCI3s,80830577,Error: 429
114,WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,2022-04-27,USSM12203789,120,141.0,787155930,183850,58397185,77.0,0,2590835,931660,95662104,836550889,3934416606,150.0,463665,0,32,0,69,182315884,"53,326",48937045,3534164,,1,120,182315884,1RyvyyTE3xzB2ZywiAwp0i,20461106,Error: 429
3169,Armed And Dangerous,Goodbye & Good Riddance,Juice WRLD,2018-05-23,USUG11802039,3283,24.0,786839663,128506,20744090,70.0,0,2899865,115366,15447249,108771380,52186744,37.0,17,28,14,0,8,36174479,"82,435",0,763212,,1,3288,36174479,4MCBfE4596Uoi2O4DtmEMz,38630016,Error: 429
904,family ties,family ties - Single,Baby Keem,2021-08-27,USSM12105949,945,49.5,786298066,204148,57623622,77.0,0,557514,55168,80647899,532021210,764790,62.0,21505,354,20,0,38,6412824,"10,269",0,1938598,,1,946,6412824,5SXuuuRpukkTvsLuUknva1,2808014,Error: 429
4302,Renegades,Renegades,X Ambassadors,2015-03-17,USUM71502643,4445,19.8,785571181,131703,26404041,70.0,0,3162813,36859,9348443,74904030,17622437,96.0,89938,279,30,0,22,0,,0,9672381,,0,4466,0,3NPpFNZtSTHheNBaWC82rB,3061562,Error: 429
522,Sin Pijama,Sin Pijama,Becky G,2018-04-20,USSD11800157,542,65.9,785389574,70607,24678614,61.0,0,10176631,4050216,68127919,989856037,363969139,86.0,17546,113,46,0,54,90287323,"55,796",0,4130954,,0,544,90287323,4obzFoKoKRHIphyHzJ35G3,15895412,Error: 429
3503,Those Eyes,Those Eyes,New West,2019-05-10,TCAEE1990215,3613,22.6,785139012,119530,33481593,73.0,0,1730949,114347,79425600,594352793,3600049,23.0,19144,399,9,0,13,930098,"2,030",0,2332983,,0,3632,930098,69bG9tC62d8oTFC9aTTosn,533417,Error: 429
304,Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,USUM72013632,317,85.8,785016247,210669,32702397,70.0,0,5578060,1826673,141952709,976662212,56134858,100.0,41,25,8,0,4,140629473,"71,183",73950933,3516050,,1,318,140629473,0eDvMgVFoNV3TpwtrVCoTj,14985695,Error: 429
2228,Burn,Halcyon,Ellie Goulding,2012-01-01,GBUM71303482,2306,29.8,784334383,104998,30818474,68.0,0,7559025,46749,17751306,112921980,611194890,86.0,119409,118,48,0,29,363423596,"116,092",0,12172997,,0,2307,363423596,0X2BH1fck6amBIoJhDVmmJ,12888866,Error: 429
1405,Amanece,Amanece,Anuel AA,2018-12-14,USDXS1806044,1457,38.4,784096553,80071,22684253,77.0,0,4295929,78500,8119129,98951834,153169651,31.0,7211,26,8,0,11,100876561,"12,268",17640877,1503816,,0,1462,100876561,2R21vXR83lH98kGeO99Y66,40597564,Error: 429
1417,I Don't Fuck With You,I Don't Fuck With You,Big Sean,2014-09-19,USUM71414033,1475,38.2,781790448,135134,33420257,67.0,0,3923819,174375,21153140,186021426,249351279,80.0,33993,6,28,0,20,557775859,"813,986",71735622,0,,1,1474,557775859,0c173mlxpT3dSFRgMO8XPh,11368933,Error: 429
1773,Volvï¿,Volvï¿½ï¿½ - Si,Aventura,2021-08-03,QMFME2168127,1833,34.0,780755736,107320,35444438,72.0,0,493296,30301,6103064,49294071,0,97.0,39183,129,25,0,46,69320555,"14,510",0,1804089,,1,1838,69320555,1qto4hHid1P71emI6Fd8xi,9567470,Error: 429
2219,Ella Quiere Beber - Remix,Ella Quiere Beber (Remix),Anuel AA,2018-11-02,QM6P41842818,2299,29.9,778846570,66150,25410849,70.0,0,2771037,24500,1838702,18692923,132331823,37.0,19681,62,18,0,36,184152509,"23,518",0,1494647,,0,2298,184152509,2R21vXR83lH98kGeO99Y66,40597564,Error: 429
2269,Walk It Talk It,Culture II,Migos,2018-01-26,USUM71800983,2337,29.5,778459270,150813,29317904,67.0,0,2881524,357960,114633196,873289436,1020302,80.0,23868,30,30,0,23,236566237,"132,775",0,3559532,,1,2350,236566237,6oMuImdp5ZcFhWP0ESe6mG,14287185,Error: 429
2759,A Tu Merced,YHLQMDLG,Bad Bunny,2020-02-29,QM4TX2030959,2856,26.1,778269101,94041,20880365,70.0,0,1517496,80500,42847884,287886349,1278210,35.0,3929,0,12,0,8,26315157,"4,614",0,671048,,0,2868,26315157,4q3ewBCX7sLwd24euuV69X,91075954,Error: 429
1949,The Sound Of Silence,The Sound of Silence (CYRIL Remix),Disturbed,2015-01-01,USRE11500180,2022,32.1,777947820,135133,20085121,70.0,0,9765818,102483,24598507,297856843,718331276,18.0,53600,38,27,0,44,0,,0,0,,0,2018,0,3TOqt5oJwL9BE2NG9MEwDa,7165535,Error: 429
2427,Karma,Midnights (3am Edition),Taylor Swift,2022-10-21,USUG12205729,2510,28.3,777305444,2358,643308,47.0,0,3275,0,0,0,0,17.0,281124,0,0,0,0,0,,0,0,,0,2521,0,06HL4z0CvFAxyc27GXpf02,132615138,Error: 429
1248,Karma,Midnights,Taylor Swift,2022-10-21,USUG12205717,1297,41.3,777305444,47435,45285568,75.0,0,1779726,219236,112157506,937766809,547684661,63.0,31306,405,18,0,45,59480642,"30,027",187009,1124725,,1,1303,59480642,06HL4z0CvFAxyc27GXpf02,132615138,Error: 429
253,Calling My Phone,Calling My Phone,Lil Tjay,2021-02-12,USSM12100388,263,95.7,777064903,213153,29437172,71.0,0,5431785,1378861,181697356,1411545704,326289844,118.0,147120,117,33,0,33,105932632,"53,956",69864802,4012749,,1,265,105932632,6jGMq4yGs7aQzuGsMgVgZR,9531222,Error: 429
285,Whoopty,Whoopty,CJ,2020-08-20,USA2P2031043,297,88.6,775664145,213464,28998615,61.0,0,8889460,2403279,506491179,4864435271,144018344,158.0,1644,533,31,0,15,60410875,"41,096",59294063,6422051,,1,297,60410875,7arQA31aZVS8yS6zUveWzb,264890,Error: 429
36,Lose Control,Lose Control,Teddy Swims,2023-06-23,USWB12302315,38,224.1,775135157,88239,180617454,87.0,0,1504385,396560,49060857,597513595,4016801205,215.0,605841,162,133,0,120,253538985,"72,429",5409388,10517831,,0,38,253538985,33qOK5uJ8AR2xuQQAhHump,4126678,Error: 429
3223,Love Me,I Am Not A Human Being II (Japan Version),Lil Wayne,2013-01-01,USCM51300136,3317,23.8,773746724,52272,8515549,27.0,0,1286777,61790,18974621,123125094,3396,20.0,0,0,0,0,1,1199048660,"714,440",0,0,,1,3342,1199048660,55Aa2cqylxrFIXC767Z865,16346524,Error: 429
2068,Devil Eyes,Providence,Hippie Sabotage,2016-02-05,US7SR1600006,2121,31.2,769295129,195653,20289921,71.0,0,7579662,1332046,279290956,3016090659,9087,10.0,1035,0,8,0,8,86076969,"41,269",0,8579839,,0,2140,86076969,4dM6NDYSfLcspt8GLoT5aE,1025344,Error: 429
877,Look Back At It,Look Back At It,A Boogie Wit da Hoodie,2018-12-07,USAT21812667,912,50.5,769061748,136145,21910460,73.0,0,2397744,202814,33604598,250645860,39277808,49.0,91002,329,17,0,15,164836824,"131,521",95216986,6255853,,1,918,164836824,31W5EY0aAly4Qieq6OFu6I,8691319,Error: 429
2738,Scream & Shout,Scream & Shout,will.i.am,2012-11-20,USUM71215597,2821,26.3,767661283,177756,49961171,72.0,0,6168792,139644,110048740,838554125,226395588,61.0,16967,32,41,0,20,0,,2747437,16187949,,1,2847,0,085pc2PYOi8bGKj0PNjekA,4308965,Error: 429
1360,Goosebumps - Remix,Goosebumps (Remix),Travis Scott,2021-01-15,USSM12100202,1410,39.4,767502068,142094,65054729,70.0,0,1059407,176005,43689472,505442832,97598122,169.0,175719,260,96,0,35,0,,0,4082559,,1,1415,0,0Y5tJX1MQlPlqiwlOH1tJY,37010815,Error: 429
2567,South of the Border (feat. Camila Cabello & Cardi B),South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,2019-07-11,GBAHS1900714,2665,27.3,765374782,69032,29531913,67.0,0,3838603,77443,6020979,43199667,171357012,109.0,136075,43,353,0,32,51150454,"40,049",524871,4294116,,0,2672,51150454,6eUKZXaKkcviH0Ku9w2n3V,119113661,Error: 429
3710,SOS (feat. Aloe Blacc),SOS (feat. Aloe Blacc),Avicii,2019-04-10,SE5R71900201,3839,21.8,763658190,99429,20117915,66.0,0,1735488,179239,19576729,258338520,327849531,143.0,88421,187,163,0,28,37623487,"14,921",0,4054017,,0,3844,37623487,1vCWHaC5f2uS3yhpwWbIA6,23413782,Error: 429
1409,Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,Drake,2020-05-01,USUG12001407,1462,38.3,763384135,200270,32837352,72.0,0,1503848,1215,958715,5371997,358952,61.0,146,14,25,0,10,80929321,"36,854",0,1880744,,1,1466,80929321,3TVXtAsR1Inumwj472S9r4,96238154,Error: 429
2294,Love Story (Taylorï¿½ï¿½ï¿½s Ve,Love Story (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,2021-02-12,USUG12100342,2363,29.3,763292840,71179,60479422,74.0,0,1954310,580400,238529478,2195330963,146268449,100.0,55204,0,28,0,7,59534342,"31,885",3371115,1405713,,0,2375,59534342,06HL4z0CvFAxyc27GXpf02,132615138,Error: 429
1978,Borro Cassette,Borro Cassette,Maluma,2015-06-29,USSD11500124,2045,31.9,761287318,58967,27208424,76.0,0,4919965,198001,36363434,150155845,300327582,66.0,6704,25,41,0,35,162106763,"53,368",0,2419505,,0,2047,162106763,1r4hJ1h58CWwUQe3MxPuau,36025312,Error: 429
37,fukumean,fukumean,Gunna,2023-06-15,USAT22306575,39,221.1,759998727,188142,80392612,80.0,0,1222012,1237229,311252391,3281790327,140623676,123.0,265291,0,40,0,88,64456799,"20,518",33130829,3945184,,1,39,64456799,2hlmm7s2ICUX0LVIhVFlZQ,8980894,Error: 429
918,Secreto,Secreto,Anuel AA,2019-01-15,USXDR1900020,957,49.2,759388276,68502,18835572,65.0,0,8161642,609042,40357374,543804719,306014364,40.0,159,15,43,0,21,147935567,"36,380",3064688,1317266,,0,962,147935567,2R21vXR83lH98kGeO99Y66,40597564,Error: 429
359,"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Idina Menzel,2013-01-01,USWD11366376,374,79.5,759374819,64239,27371339,69.0,0,11589558,837092,81957005,966469545,93296828,151.0,5863,0,31,0,45,273693240,"3,302,248",0,2515774,,0,375,273693240,73Np75Wv2tju61Eo9Zw4IR,536174,Error: 429
3466,exile (feat. Bon Iver),folklore,Taylor Swift,2020-07-24,USUG12002838,3572,22.7,757789027,81489,55181767,72.0,0,1468017,177809,72512284,553360638,14052190,70.0,10081,62,19,0,45,25760635,"23,011",0,1831311,,0,3595,25760635,06HL4z0CvFAxyc27GXpf02,132615138,Error: 429
